Vendor Name , Budget Fiscal Year , Date , Vendor HQ State , Vendor HQ City , Government Area , Department Name , Department , Account , Account Name , Funding Type , Fund Name , Fund , Object Class , Object Code Name , Object Code , Statewide Contract Number , Amount Spent
"WHITTER MEDICAL ASSOCIATES LLC, PETER REES",2010,2009-08-10,MA,HAVERHILL,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,10.59
NE SPINE CAREASSOC,2010,2009-09-08,MA,WOBURN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,145.82
"BALL PHARMACY CORP, DBA CROWN DRUG CO",2010,2009-09-25,MA,LYNN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,4693.95
JAMES E DEVIN MD PC,2010,2009-09-11,MA,WEYMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,.18
BOLTON FAMILY MEDICINE PC,2010,2009-10-30,MA,BOLTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,58.67
ATTLEBORO GASTROENTEROLOGY PC,2010,2009-11-23,MA,ATTLEBORO,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,64.8
NAGWA BOUTROS FANOUS DMDPC,2010,2009-11-27,MA,MILFORD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,3432
SMALL SMILES OF MATTAPAN,2010,2009-12-07,CO,PUEBLO,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,125
EITHNE KEENAN,2010,2009-08-21,,,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,HH,Health and Safety Services,HH4,RFR99-8990004,112.41
XIANG YANG LI MD,2010,2009-09-18,,,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,25
DUNN CONSTRUCTION MANAGEMENT INC,2010,2009-12-30,MA,TOPSFIELD,Transportation,Department of Transportation,DOT,61107201,SNOW AND ICE CONTROL,Trusts,Massachusetts Transportation Trust Fund,0044,NN,Highway Horizontal/Lateral Maintenance & Improvements,N22,SNOW & ICE CON,904.3
"PREPARATORY REHABFOR IND DEV A, ND EMPL INC PRIDE INC",2010,2009-12-30,MA,TAUNTON,Health and Human Services,Mass Rehabilitation Commission,MRC,41204000,INDEPENDENT LIVING ASSISTANCE PROGRAM,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,LEG EXEMPT,860.32
"TOWN OF WAREHAM, TREASURER",2010,2009-10-20,MA,WAREHAM,Education,Elementary and Secondary Education,DOE,70350002,BASIC ED ATTAINMENT AND WORK RELATED,Budgetary,General Fund,0010,PP,Grants To Public Entities,P01,GRANT APPL,2138
"CHRONICLE OF HIGHER EDUC, ADVERTISMENTS",2010,2009-10-13,DC,WASHINGTON,Independents,Office of the Attorney General,AGO,08100000,DEPARTMENT OF THE ATTORNEY GENERAL,Budgetary,General Fund,0010,EE,"Subscriptions, Memberships & Licensing Fees",E12,,72
MARIA VALENCIA,2010,2009-11-20,,,Judiciary,Trial Court,TRC,03300300,ADMINISTRATIVE STAFF,Budgetary,General Fund,0010,JJ,Auxiliary Services,JJ2,LEG EXEMPT,6830.6
"CHICOPEE VISITING NURSE, ASSOC INC",2010,2009-09-08,MA,CHICOPEE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,5271.45
MERRIMACK VALLEY GASTROENTEROLOGY PC,2010,2009-08-28,MA,HAVERHILL,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,538.76
DAVID J MENON CORPORATION,2010,2009-09-18,MA,SOMERVILLE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,124.32
NEMC EMERGENCY ASSOC PC,2010,2009-10-16,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,8092.66
"BERKSHIRE RHEUMATOLOGY, ASSOCIATES P C",2010,2009-10-23,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000950,Children's Behavioral Health Initiative,Budgetary,General Fund,0010,RR,Medicaid,R10,,244.76
"STEVEN S CHARLAP MD PC, HEALTHDRIVE AUDIOLOGY GROUP",2010,2009-10-13,MA,NEWTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,79.72
"WILLIAM J MARASCO MD, CAPE DIAGNOSTIC IMAGING",2010,2009-10-30,MA,W YARMOUTH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,74.11
WILLIAM METROPOULOS,2010,2009-11-13,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,91.86
BOSTON NEUROBEHAVL ASC LLP,2010,2009-12-07,MA,DEDHAM,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,99.68
GARY M BROCKINGTON,2010,2009-12-31,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,77.18
FAMILY DOCTORS LLC,2010,2009-10-09,MA,BOSTON,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,50
"RENTAL CONCEPTS INC, FLEET RESPONSE",2010,2009-11-19,OH,CLEVELAND,Administration and Finance,Operational Services Division,OSD,17750800,"FOR THE PURCHASE, OPERATION, AND REPAIR",Other,Intragovernmental Services Fund,0015,LL,Motorized Vehicle Equipment Maintenance & Repair,L44,VEH84A,1316.57
HILLEL SKOFF,2010,2009-10-29,,,Labor and Workforce Development,Division of Industrial Accidents,DIA,94400208,IMPARTIAL MEDICAL EXAMINATION,Trusts,Expendable Trust Fund - External,0300,JJ,Legal Support Services,JJ1,LEG EXEMPT,1800
"HEALTHFIRST FAMILY CARE, CENTER INC",2010,2009-12-16,MA,FALL RIVER,Health and Human Services,Department of Public Health,DPH,45161000,CENTER FOR LABORATORY AND COMMUNICABLE,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,700718,924.6
DS WATERS OF AMERICA INC,2010,2009-11-27,GA,ATLANTA,Health and Human Services,Department of Youth Services,DYS,42000300,RESIDENTIAL SERVICES FOR COMMITTED,Budgetary,General Fund,0010,EE,Bottled Water,E15,GRO18,23.03
"GE CAPITAL INFO TECH SOLUTIONS INC, IKON FINANCIAL SERVICES",2010,2009-08-28,IA,CEDAR RAPIDS,Administration and Finance,Information Technology Division,ITD,17900200,FOR THE COSTS OF COMPUTER RESOURCES,Other,Intragovernmental Services Fund,0015,LL,Printing/Photocopy & Micrographics Equip Rent/Lease,L26,OFF16,266.94
MARY JANE HANLON ROGERS DMD PC,2010,2009-07-20,MA,LEXINGTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,628
B LYNNE GROVE,2010,2009-07-17,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,27.83
STOP & SHOP SUPERMARKET CO LLC,2010,2009-07-27,MA,QUINCY,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,79816.86
D & M POWERS INC,2010,2009-08-21,MA,WEST ROXBURY,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,80.22
DENNIS J ARINELLA EXEC,2010,2009-08-21,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,256.04
WILLIAM A GRIECO,2010,2009-09-08,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,578.94
FALLON CLINIC INC,2010,2009-09-14,MA,WORCESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,2236.32
NORWELL PEDIATRIC DENTISTRY LLC,2010,2009-10-02,MA,NORWELL,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,106
AN N THAI,2010,2009-10-19,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,233.51
"ORTHOPAEDIC ASSOCIATES OF, MARLBORO PC",2010,2009-11-20,MA,MARLBORO,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,259.39
PELHAM COMMUNITY PHARMACY,2010,2009-11-30,MA,BRIGHTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,5319.84
MERRIMACK DENTAL ASSOC PC,2010,2009-11-27,MA,METHUEN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,637
ANDREW FOX,2010,2009-12-04,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,303
MARIYA GRIFFIN,2010,2009-12-24,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1345.44
"JAY CASHMAN/PERINI/KIEWIT/GUY, A JOINT VENTURE",2010,2009-08-21,MA,BOSTON,Transportation,Highway Dept,DPW,60339937,NON-FEDERALLY AIDED ROADWAY PROJECTS,Capital,Highway Capital Projects Fund,0210,NN,Late Payment Interest on Construction and Improv. Projects,N95,,215.75
SOUTH SHORE MENTAL HEALTH CENTER INC,2010,2009-07-14,MA,NORTH QUINCY,Health and Human Services,Department of Mental Health,DMH,50425000,FOR THE CHILD & ADOLESCENT SERVICES,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,99-2401-3068-01,3500
WEST SPRINGFIELD AUTO PARTSINC,2010,2009-10-20,MA,WEST SPRINGFIELD,Independents,Hampden Sheriff's Department,SDH,89100102,HAMPDEN COUNTY CORRECTIONS,Budgetary,General Fund,0010,FF,Motor Vehicle Maintenance and Repair Parts,F24,266,3160.8
"RENTAL CONCEPTS INC, FLEET RESPONSE",2010,2009-12-08,OH,CLEVELAND,Public Safety and Security,Municipal Police Training Committee,CJT,82000200,FOR ADMINISTRATION OF TRAINING BY THE,Budgetary,General Fund,0010,LL,Motorized Vehicle Equipment Maintenance & Repair,L44,VEH84A,69.45
STAPLES INC,2010,2009-09-18,MA,WESTBOROUGH,Judiciary,Committee for Public Counsel Service,CPC,03211500,COMMITTEE FOR PUBLIC COUNSEL SERVICES,Budgetary,General Fund,0010,EE,Office & Administrative Supplies,E01,,1385.88
JOANNA PIECHNICZEK,2010,2009-07-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,78.65
DON R JAFFE MD PC,2010,2009-08-07,MA,MIDDLEBORO,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,657.18
RANDALL A GUERRA,2010,2009-09-08,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,24.37
GARBER DENTISTRY,2010,2009-08-28,MA,SALEM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,549
"PRATT OTOLARYGOLOGY HEAD &, NECK SURGERY ASSOC INC",2010,2009-09-25,MA,BOSTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,116.59
PARTNERS HOME CARE,2010,2009-10-26,MA,ROCKLAND,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,87.15
GIGI N GIRGIS MD,2010,2009-11-20,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,403.37
CHICOPEE EYECARE PC,2010,2009-11-30,MA,CHICOPEE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,120
MIG CORPORATION,2010,2009-08-07,MA,ACTON,Transportation,Highway Dept,DPW,60339969,BRIDGE IMPROVEMENTS,Capital,Highway Capital Projects Fund,0210,NN,Highway Horizontal/Lateral Construction,N21,0049428,235784.48
BOSTON EDISON,2010,2009-09-15,MA,BOSTON,Transportation,Highway Dept,DPW,60100001,HIGHWAYS DEPARTMENT PERSONNEL SERVICES,Budgetary,Highway Fund,0101,GG,Electricity,G03,,5543.18
BEATRIZ ALBA A DEL RIO-SNEDDON,2010,2009-11-13,,,Judiciary,Trial Court,TRC,03300300,ADMINISTRATIVE STAFF,Budgetary,General Fund,0010,JJ,Guardians Ad Litem,J19,LEG EXEMPT,500
PONDVILLE CORRECTIONAL CENTER,2010,2009-08-27,MA,BOSTON,Public Safety and Security,Department of Correction,DOC,89000021,FOR THE COSTS OF PRODUCTS PRODUCED BY,Other,Intragovernmental Services Fund,0015,JJ,Client & Resident Wages,J22,,273.91
FREDERICK C RUSHTON,2010,2009-08-10,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,1275
"DIALYSIS CLINIC INC, DCI BALL SQUARE",2010,2009-07-13,MA,CONCORD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,1973.38
COMMUNITY REHAB CARE INC,2010,2009-07-27,MA,NEWTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,16756.4
EPOCH OF BREWSTER LLC,2010,2009-11-02,MA,WALTHAM,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,27572.8
LYNNFIELD DRUG INC,2010,2009-11-20,MA,BYFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,25107.88
I DHALIWAL MD PC,2010,2009-11-06,MA,WRENTHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,49.99
LISA A VELLUTI,2010,2009-11-06,MA,FRANKLIN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,736.16
"SEACOAST AFFFILIATED GROUP, PRACTICE INC",2010,2009-12-04,MA,AMESBURY,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,188.81
TARGET CORPORATION,2010,2009-11-30,MN,MINNEAPOLIS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,1370.89
NEW BOSTON VILLAGE PRIMARY CARE PC,2010,2009-12-31,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,91.13
MILFORD REGIONAL MEDICAL CENTER,2010,2009-11-13,MA,MILFORD,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,170
JAMES MANGOS,2010,2009-11-10,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,3662.5
"COMMUNITY HEALTHLINK INC, CFO",2010,2009-10-20,MA,WORCESTER,Health and Human Services,Department of Public Health,DPH,45120200,DIVISION OF ALCOHOLISM ADMINISTRATION,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,RFR399,35147.83
SANG K CHUNG,2010,2009-07-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,343.34
MARY JO T ALEXANDER,2010,2009-07-17,MA,NEWTON CENTRE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,152.28
TINAH CANDA,2010,2009-07-10,MA,BOSTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,256.94
FAMILY PHARM AT HEYWOODINC,2010,2009-08-03,MA,GARDNER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,430.55
BETHEL MEDICAL GROUP PC,2010,2009-08-21,MA,BROCKTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,347.91
MICHAEL D SCHRENKO,2010,2009-08-21,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,2410.55
VIRGINIA NDORO,2010,2009-08-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1373.44
BETH ISRAEL DEACONESS HOSPITAL,2010,2009-10-02,MA,NEEDHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,225.16
NEW ENGLAND SPS THERAPY PLUS,2010,2009-10-26,MA,STOUGHTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,193.93
NEUROLOGICAL SERVICES PC,2010,2009-10-09,MA,FRAMINGHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,576.91
NEW ENGLAND EYE INSTITUTE,2010,2009-10-30,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1179.27
"NEUROLOGICAL ASSOCIATES OF, WESTERN MA",2010,2009-11-13,MA,HOLYOKE,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,281.15
"ADVANCED PITTSFIELD MEDICAL, MEDICAL IMAGING P C",2010,2009-11-13,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1861.55
WYNNE HUANG MD,2010,2009-12-04,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,83.71
TOMS PLACE NOW INC,2010,2009-12-07,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,119.98
"BOSTON PAIN CLINIC & PRIMARY, CARE PC",2010,2009-12-07,MA,HYDE PARK,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,48.67
RENIN ASSOCIATES,2010,2009-12-21,MA,PEABODY,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,736.53
KURDISH ASSOCIATES INC,2010,2009-12-09,MA,HAVERHILL,Transportation,Department of Transportation,DOT,61210417,NON-FEDERAL ROADWAY PROJECTS,Capital,Highway Capital Projects Fund,0210,NN,Highway Horizontal/Lateral Construction,N21,0056802,6553
COMMUNITY ACTION INC,2010,2009-07-31,MA,HAVERHILL,Housing and Economic Development,Dept of Housing & Community Development,OCD,70042034,COMMUNITY SERVICE BLOCK GRANT,Federal Grants,Federal Grants Fund,0100,PP,Grants To Non-Public Entities,PP1,CSBG NOFA,23461
